Subject,EmailBody,label
20th November - Todays Online events by Clubs and Chapters-reg,Dear VITians Office of Students Welfare invites you for todays 20 th November online events World Childrens Day World Childrens Day was first established in 1954 as Universal Children s Day and is celebrated on 20 November each year to promote international togetherness awareness among children worldwide and improving children s welfare Mothers and fathers teachers nurses and doctors government leaders and civil society activists religious and community elders corporate moguls and media professionals as well as young people and children themselves can play an important part in making World Children s Day relevant for their societies communities and nations World Children s Day offers each of us an inspirational entry-point to advocate promote and celebrate children s rights translating into dialogues and actions that will build a better world for children FEPSI Event name Prayaas Time 3pm Platform Google Meet Event Description If you have the knowledge let others light their candles in it _Margaret Fuller We at FEPSI have been sharing our knowledge by conducting a virtual interactive session This time we wish to collaborate with the Youth Empowerment Foundation-YEF YEF centers were opened to equip our youngsters with knowledge to make them independent YEF aims to provide education in every village and slums of India In this session we are going to discuss topics relevant to contemporary issues Join us on 20th Nov India Smart Grid Forum ISGF -VIT Event Name The Modern Workspace Time 11 00 am Event Description Hello Guys India Smart Grid forum-VIT brings you to another exciting event after a span of time Here we have come up with an event The Modern workspace The modern workplace is a philosophy that embraces the realities of how people want to work in today s business environment and how digital workplace solutions enable the activity Modern workplaces are more agile digital and efficient which makes them essential for success in today s uncertain business landscape Event Name Pictionary Night Time 07 00 PM Event Platform Discord Event Description Channel your inner doodle artist and make your attempt to identify the words from pictures drawn by other players Join us for fun-filled pictorial charades on the 20th of November Saturday at 7 00 PM at our very own Pictionary Night Event Name TechWeek Sixth Sense Time 10am to 5pm Event Description An interactive 2 day hands-on workshop in which participants will learn the basics of OpenCV Image Processing Masking Segmentation along with an introduction to ML They will make a Plant Disease Classifier that will help in detection of diseases in plants at an earlier stage and thereby improve the quality of plant produce By the end participants will have a functional classifier and would have taken the first step towards learning one of the most evolving fields of the 21st century EVENT NAME Studio 2 Stage Time 09 00 AM Platform itch io Event Description In this one-of-a-kind hackathon participants are invited to create games by combining the nostalgic visual aesthetic of PS1 games with the content related to any of the Sustainable Development Goals set down by the United Nations So if making games is your jam then you definitely don t want to miss this one Event name Tech Week Eco-Topia Date 20 11 21 - 21 11 21 Time 10 00am Platform MS Teams Event Description Brace yourselves BRSI is back at it again with one of its gripping ideathons ECO-TOPIA is an ideathon based on the Sustainable Developmental Goals of Affordable and Clean Energy and Sustainable Cities and Communities This 2-day event consists of two rounds in which teams will be given real-world problems based on the SDGs for which they ll have to ideate and present their solutions Join us and get fascinated by the world of engineering Event Name The Notion Discourse Event Description Ever wanted to put forward your views and solutions for the ongoing real-world humanitarian crisis Ayuda NGO is back with another exciting event The Notion Discourse To strengthen public awareness of the role of science in promoting sustainable development and paving the way for peaceful societies Get ready to be a part of a two-round heated discussion event where the participants are divided into groups consisting of 3 members who will in turn be judged based on their solutions and questioning The best three teams will be declared as winners What are you waiting for then The stage is set so grab this opportunity and partake in this discussion event to renew the world s commitment to the use of science for the benefit of societies Event Name Tech week DevJams 21 Time 10 00 am Event platform YouTube Live Event description DevJams is one of a kind hackathon conducted by Google Developer Student Clubs VIT every year to encourage tech enthusiasts from across the country to develop their ideas for the future The hackathon focuses on providing students and upcoming entrepreneurs with a platform to develop compute network and present their ideas to solve real-world problems Event Name Pull Request 1 0 Time 10 AM Event Platform Google Meet and Github Event Description IEEE-Computer Society presents an open-source event Pull request an attempt to give our freshers a hands-on experience of version control as well as make them aware of the importance of open source contributions It is an event with introductory sessions as well as open-source submissions A session about introduction to Git and Github on the 20th of November will enlighten the participants about the given topic and another session on Open source contribution programs and GSOC taken up by a GSOC speaker herself will help guide our participants for the same Session Details 1 A Hands-On Intro to GitHub 20th November 2021 10 AM 12 PM 2 An introduction to Open-Source Programs 21st November 2021 11 AM 12 PM Event name Masterpieces Date up to 30th November Event Platform Instagram Event Description Enjoyed in Inktober Already feeling out of place artists Well we ve got you guys TOC is presenting Masterpieces our very own 30-day-prompts Fan Art Challenge based on the Fandoms of your choice set for November Participants will have to make an artwork based on the prompts The artworks can be related to any show Submission will be accepted through Instagram Hashtags where the Artist will have to tag our Official Instagram Account You can find the Event Registration option on VTop under the SW Events section On clicking the Event Registration option you will be directed to a list of upcoming events organized by the clubs and chapters Click on the Register option to sign-up for your desired event After that you can find a list of your registered events by scrolling down We encourage students to actively participate in the various extra-curricular and co-curricular events and take advantage of the new streamlined process,SPAM
Shatha kumar  Thozhar Trust   Talks  3200   ,Talks - It is the Series on Inspirational Talks To make Tamil talk the life of Tamils Inspirational and Motivational stories will be explained by themselves on this platform of Talks Innovative Services has been pioneering many new concepts in field of Tamil Workshops Celebrity Speaker Bureau Institutional Training Methodologies and so on We are happy to launch Talks an inspirational channel where in people from various walks of lives will share their idea thoughts knowledge experiences to make this world a better place As we all know transformation begins with a single thought we believe that by seeding the right thoughts in the minds of young and old alike we will be able to become better versions of ourselves and ultimately become better citizens Shatha Kumar Thozhar Trust A person is getting all kinds of service from fellow human beings while he is alive But a person after his death gets service from the people very rarely In this episode of Talks he shares the reason behind this Thozhar Trust Do watch and share your comments For more Inspirational Stories from the Success People Please Subscribe to Inspiring Talks YouTube Channel Note If you have a strong content message to be showcased create a short 2 minutes video about what you want to speak and why you want to be featured in Talks Email the video to A panel of experts will shortlist from the participant entries If you shortlisted you have come to Chennai for recording your Talk speech,SPAM
Rewards are waiting for you Complete the test on Cloud DevJam,Get ready for Cloud DevJam challenge series Join now Hello VENKAT SIDDARTH REDDY V 19BDS0015 Cloud DevJam is here with the Challenge Series for you to upskill on Google Cloud and win exciting rewards in your learning journey Data Warehouse Modernization With BigQuery I Test 1 Multiple Choice Skills BigQueryCloud DataprocCloud DataflowCloud StorageDaPrize Worth Rs 30000 See Details API Security On Google Clouds Apigee API Platform Tests 1 Multiple Choice Skills API Security on Google Cloud Prize Worth Rs 30000 See Details Data Machine Learning II Test 1 Multiple Choice Skills ContainersBig DataMachine Learning Prize Worth Rs 30000 See Details Migrating to Google Cloud II Test 1 Multiple Choice Skills Cloud ComputingMigration ProcessCloud Physics Prize Worth Rs 30000 See Details Top 3 winners will get cash prizes worth INR 30000 Winner INR 15000 1st Runner up INR 10000 2nd Runner up INR 5000 See you in the cloud,SPAM
   INSPIRING TALK SERIES - Registration Link,Greetings from Innovative HR Training services Private Limited Innovative HR and Training Services Private Limited is a professionally managed training and HR services provider with more than a decade of experience It may interest to note that we have conducted 500 Webinars with more than 4 Lakh Participants during the Lockdown period We are conducting - INSPIRING TALK SERIES a Tamil Motivational Interview with Successful and Inspiring personalities through webinar on every Saturday This week will be 62nd Episode and K Baskaran Founder Good Life Centre will speak about his success stories on Saturday 20th November 2021 at 4 30 PM to 5 30 PM Please click here for - INSPIRING TALK SERIES registration,SPAM
Rewards are waiting for you Complete the test on Cloud DevJam,Get ready for Cloud DevJam challenge series Join now Hello VENKAT SIDDARTH REDDY V 19BDS0015 Cloud DevJam is here with the Challenge Series for you to upskill on Google Cloud and win exciting rewards in your learning journey Data Warehouse Modernization With BigQuery I Test 1 Multiple Choice Skills BigQueryCloud DataprocCloud DataflowCloud StorageDaPrize Worth Rs 30000 See Details API Security On Google Clouds Apigee API Platform Tests 1 Multiple Choice Skills API Security on Google Cloud Prize Worth Rs 30000 See Details Data Machine Learning II Test 1 Multiple Choice Skills ContainersBig DataMachine Learning Prize Worth Rs 30000 See Details Migrating to Google Cloud II Test 1 Multiple Choice Skills Cloud ComputingMigration ProcessCloud Physics Prize Worth Rs 30000 See Details Top 3 winners will get cash prizes worth INR 30000 Winner INR 15000 1st Runner up INR 10000 2nd Runner up INR 5000 unsubscribe To make sure this email is not sent to your junkbulk folderselect Addsave to Address Book in your email browser and follow the appropriate instructions,SPAM
 -Chennai Chapter Launch Function,World s first TAMIL ONLINE LEARNING COMMUNITY for Action Takers It was started with an objective of providing a platform for sustained learning motivation and global networking Ever since its launch in November 2020 membership has grown steadily and currently has 400 members spread across 63 cities in 15 countries Members are from varied professional backgrounds including entrepreneurs working professionals home-makers students This vast and diverse spread of members is a measure of s true success We are happy to inform that - Chennai Chapter is being launched on Saturday 20th November 2021 4 00 PM at MMA Centre Chennai This will pave way for direct in-person meetings to be held every month and will help in better networking among the members You are cordially invited to be part of the launch program Kindly Register at,SPAM
Exclusive Offers,The best exclusive offers special programs and benefits If this e-mail is not displayed properly click here Banner Banner If you want to unsubscribe from our mailing list unsubscribe here,SPAM
Yahoo API,Crypto and Stock market data in real time Dear Siddarth Siddu Are you an API professional Code with the well-known Yahoo Finance API Here is a code example var axios requireaxios,SPAM
Devjams,Hi Siddarth Siddu We are pleased to bring to you a challenging contest by Google Cloud Showcase your skills and ability to solve challenges Participate in the Quiz Migrating to Google Cloud II Challenge and stand a chance to win prizes worth Rs 30000 Participate Now 17 Mar 2021 to 31 Dec 2021 Awards Recognition Win Prizes Worth Rs 30000 Participate Now If you have any queries or feedback with respect to the challenge send them out at customercaretechgigcom or share them on our contest discussion forum Happy Coding Team TechGig 2021 TechGig Terms of Use Contact Us Times Center FC - 6 Sector 16 A Film CityNoida - 201301 Uttar Pradesh India Follow Us on Download App Note For your privacy and protection please do not forward this mail to anyone as it allows you to get automatically logged into your account You have received this email because your are registered member on TechGigcom If you do not want to receive this mailer please unsubscribe here To make sure this email is not sent to your junkspam folder select the email and add the sender to your Address Book,SPAM
Start learning with simply learn,Earn a certificate anytime anywhere with the Simplilearn App START LEARNING Earn a certificate and get your dream job Hey there For busy bees like you time is a scarcity indeed The Simplilearn App,SPAM
REDBUS offers,Next week we are giving berth to something new that we know youll love COMING SOON ON REDBUS APP 2006-2021 redBus All Rights Reserved Click here to unsubscribe redBus is an Indian,SPAM
Alamy Competition,Entries now open Having difficulty viewing this email View in browser Alamy partners with The Open University for photographic competition Were excited to announce our partnership with The Open,SPAM
Todays News,Top stories weekly news quiz and what people are searching for on Bing Do you want to keep receiving these emails Yes No Image Madness or treason Varun Gandhi roasts Image All about RBI Retail,SPAM
Start Learning and get certified,Excel with a Certificate before youre left behind START LEARNING Earn a certificate and get your dream job Hey there Youve been passionate about advancing your career but are you taking,SPAM
Updates ,Hi I hope you enjoyed reading my post Intro to GANs for a high-level intuition of how GANs work Now lets dive into code with my new tutorial Get Started DCGAN with Fashion-MNIST You will,SPAM
Swiggy winter sale,If you do not wish to receive this mailer unsubscribe,SPAM
Welcome tea fritters,Hello V Winters are made for tea fritters and some meaningful conversations Coding Blocks has arranged the best of all for you Have conversations that can change your life with the best,SPAM
Todays Update,Buy Now 125 If you wish to unsubscribe from our newsletter click here,SPAM
Howzztat,If you do not wish to receive this mailer unsubscribe,SPAM
Turbocharge your willr,Turbocharge your career APPLY NOW 800000 new management positions by 2026 Accenture EY Oracle Amazon Major Hiring Companies 109760 annual wage for management roles Hi If you want to be a digital-,SPAM
Get ready for Cloud DevJam challenge,Hi Siddarth Siddu We are pleased to bring to you a challenging contest by Google Cloud Showcase your skills and ability to solve challenges Participate in the Quiz Migrating to Google Cloud II Challenge and stand a chance to win prizes worth Rs 30000 Participate Now 17 Mar 2021 to 31 Dec 2021 Awards Recognition Win Prizes Worth Rs 30000 Participate Now If you have any queries or feedback with respect to the challenge send them out at customercaretechgigcom or share them on our contest discussion forum Happy Coding Team TechGig 2021 TechGig Terms of Use Contact Us Times Center FC - 6 Sector 16 A Film CityNoida - 201301 Uttar Pradesh India Follow Us on Download App Note For your privacy and protection please do not forward this mail to anyone as it allows you to get automatically logged into your account You have received this email because your are registered member on TechGigcom If you do not want to receive this mailer please unsubscribe here To make sure this email is not sent to your junkspam folder select the email and add the sender to your Address Book,SPAM
Start with 0 price,10 top career streams of 2021 Yours to champion skills At 0 Cost SIGN ME UP Learn Grow Get Ahead What youve got today is the chance to explore not just any online course but the top tech and,SPAM
Swiggy offers,If you do not wish to receive this mailer unsubscribe,SPAM
Disha Publication festive offers,Lowest Price Guaranteed-Dont miss the chance as opportunity doesnt wait Welcome to Disha Publication Hello aspirants Hope you all had a pleasant weekend and a fun filled Diwali This festive,SPAM
Get ready for Cloud DevJam challenge,Get ready for Cloud DevJam challenge series Join now Hello Siddarth Siddu Cloud DevJam is here with the Challenge Series for you to upskill on Google Cloud and win exciting rewards in your learning journey Top 3 winners will get cash prizes worth INR 30000 Winner INR 15000 1st Runner up INR 10000 2nd Runner up INR 5000 Participants can also win exclusive rewards like Google Nest Hub Google Nest Mini Flipkart vouchers and Cloud DevJam Goodie Boxes upon successful completion of Google Cloud Skill Badges Unlock Cloud DevJam Challenge Series now See you in the cloud Team Cloud DevJam TechGigcom Times Center FC - 6 Sector 16 A Film City Noida - 201301 Uttar Pradesh India Follow Us on Download App Note For your privacy and protection please do not forward this mail to anyone as it allows you to get automatically logged into your account If you do not want to receive this mailer unsubscribe To make sure this email is not sent to your junkbulk folderselect Addsave to Address Book in your email browser and follow the appropriate instructions,SPAM
